Variation Label,Parent Product,Variation SKU,SKU Status,Linked Attributes,Regular Price,Tiered Pricing,Stock,Is Active?,Published
CFWP-MOD005-0024,Ceiling Faux Wood Plank MOD005 — CFWP-MOD005,CFWP-MOD005-0024,,"""Width — 20"""""",""Height — 1"""""",""Length — 16' (192"""")""",$959.00,,10,checked,
CFWP-MOD005-0025,Ceiling Faux Wood Plank MOD005 — CFWP-MOD005,CFWP-MOD005-0025,,"""Width — 24"""""",""Height — 1"""""",""Length — 8' (96"""")""",$575.00,,10,checked,
CFWP-MOD005-0026,Ceiling Faux Wood Plank MOD005 — CFWP-MOD005,CFWP-MOD005-0026,,"""Width — 24"""""",""Height — 1"""""",""Length — 10' (120"""")""",$719.00,,10,checked,
CFWP-MOD005-0027,Ceiling Faux Wood Plank MOD005 — CFWP-MOD005,CFWP-MOD005-0027,,"""Width — 24"""""",""Height — 1"""""",""Length — 12' (144"""")""",$863.00,,10,checked,
CFWP-MOD005-0028,Ceiling Faux Wood Plank MOD005 — CFWP-MOD005,CFWP-MOD005-0028,,"""Width — 24"""""",""Height — 1"""""",""Length — 16' (192"""")""",$1150.00,,10,checked,
CFWP-MOD005-0029,Ceiling Faux Wood Plank MOD005 — CFWP-MOD005,CFWP-MOD005-0029,,"Width — Any Custom Size,""Height — 1"""""",Length — Any Custom Size",,,10,checked,
CFWP-MOD006-0001,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0001,,"""Width — 6"""""",""Height — 1"""""",""Length — 8' (96"""")""",$144.00,,10,checked,
CFWP-MOD006-0002,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0002,,"""Width — 6"""""",""Height — 1"""""",""Length — 10' (120"""")""",$180.00,,10,checked,
CFWP-MOD006-0003,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0003,,"""Width — 6"""""",""Height — 1"""""",""Length — 12' (144"""")""",$217.00,,10,checked,
CFWP-MOD006-0004,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0004,,"""Width — 6"""""",""Height — 1"""""",""Length — 16' (192"""")""",$288.00,,10,checked,
CFWP-MOD006-0005,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0005,,"""Width — 8"""""",""Height — 1"""""",""Length — 8' (96"""")""",$193.00,,10,checked,
CFWP-MOD006-0006,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0006,,"""Width — 8"""""",""Height — 1"""""",""Length — 10' (120"""")""",$240.00,,10,checked,
CFWP-MOD006-0007,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0007,,"""Width — 8"""""",""Height — 1"""""",""Length — 12' (144"""")""",$288.00,,10,checked,
CFWP-MOD006-0008,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0008,,"""Width — 8"""""",""Height — 1"""""",""Length — 16' (192"""")""",$384.00,,10,checked,
CFWP-MOD006-0009,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0009,,"""Width — 10"""""",""Height — 1"""""",""Length — 8' (96"""")""",$240.00,,10,checked,
CFWP-MOD006-0010,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0010,,"""Width — 10"""""",""Height — 1"""""",""Length — 10' (120"""")""",$300.00,,10,checked,
CFWP-MOD006-0011,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0011,,"""Width — 10"""""",""Height — 1"""""",""Length — 12' (144"""")""",$360.00,,10,checked,
CFWP-MOD006-0012,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0012,,"""Width — 10"""""",""Height — 1"""""",""Length — 16' (192"""")""",$480.00,,10,checked,
CFWP-MOD006-0013,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0013,,"""Width — 12"""""",""Height — 1"""""",""Length — 8' (96"""")""",$288.00,,10,checked,
CFWP-MOD006-0014,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0014,,"""Width — 12"""""",""Height — 1"""""",""Length — 10' (120"""")""",$360.00,,10,checked,
CFWP-MOD006-0015,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0015,,"""Width — 12"""""",""Height — 1"""""",""Length — 12' (144"""")""",$432.00,,10,checked,
CFWP-MOD006-0016,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0016,,"""Width — 12"""""",""Height — 1"""""",""Length — 16' (192"""")""",$575.00,,10,checked,
CFWP-MOD006-0017,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0017,,"""Width — 16"""""",""Height — 1"""""",""Length — 8' (96"""")""",$384.00,,10,checked,
CFWP-MOD006-0018,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0018,,"""Width — 16"""""",""Height — 1"""""",""Length — 10' (120"""")""",$480.00,,10,checked,
CFWP-MOD006-0019,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0019,,"""Width — 16"""""",""Height — 1"""""",""Length — 12' (144"""")""",$575.00,,10,checked,
CFWP-MOD006-0020,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0020,,"""Width — 16"""""",""Height — 1"""""",""Length — 16' (192"""")""",$767.00,,10,checked,
CFWP-MOD006-0021,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0021,,"""Width — 20"""""",""Height — 1"""""",""Length — 8' (96"""")""",$480.00,,10,checked,
CFWP-MOD006-0022,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0022,,"""Width — 20"""""",""Height — 1"""""",""Length — 10' (120"""")""",$599.00,,10,checked,
CFWP-MOD006-0023,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0023,,"""Width — 20"""""",""Height — 1"""""",""Length — 12' (144"""")""",$719.00,,10,checked,
CFWP-MOD006-0024,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0024,,"""Width — 20"""""",""Height — 1"""""",""Length — 16' (192"""")""",$959.00,,10,checked,
CFWP-MOD006-0025,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0025,,"""Width — 24"""""",""Height — 1"""""",""Length — 8' (96"""")""",$575.00,,10,checked,
CFWP-MOD006-0026,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0026,,"""Width — 24"""""",""Height — 1"""""",""Length — 10' (120"""")""",$719.00,,10,checked,
CFWP-MOD006-0027,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0027,,"""Width — 24"""""",""Height — 1"""""",""Length — 12' (144"""")""",$863.00,,10,checked,
CFWP-MOD006-0028,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0028,,"""Width — 24"""""",""Height — 1"""""",""Length — 16' (192"""")""",$1150.00,,10,checked,
CFWP-MOD006-0029,Ceiling Faux Wood Plank MOD006 — CFWP-MOD006,CFWP-MOD006-0029,,"Width — Any Custom Size,""Height — 1"""""",Length — Any Custom Size",,,10,checked,
CFWP-MOD007-0001,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0001,,"""Width — 6"""""",""Height — 1"""""",""Length — 8' (96"""")""",$144.00,,10,checked,
CFWP-MOD007-0002,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0002,,"""Width — 6"""""",""Height — 1"""""",""Length — 10' (120"""")""",$180.00,,10,checked,
CFWP-MOD007-0003,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0003,,"""Width — 6"""""",""Height — 1"""""",""Length — 12' (144"""")""",$217.00,,10,checked,
CFWP-MOD007-0004,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0004,,"""Width — 6"""""",""Height — 1"""""",""Length — 16' (192"""")""",$288.00,,10,checked,
CFWP-MOD007-0005,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0005,,"""Width — 8"""""",""Height — 1"""""",""Length — 8' (96"""")""",$193.00,,10,checked,
CFWP-MOD007-0006,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0006,,"""Width — 8"""""",""Height — 1"""""",""Length — 10' (120"""")""",$240.00,,10,checked,
CFWP-MOD007-0007,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0007,,"""Width — 8"""""",""Height — 1"""""",""Length — 12' (144"""")""",$288.00,,10,checked,
CFWP-MOD007-0008,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0008,,"""Width — 8"""""",""Height — 1"""""",""Length — 16' (192"""")""",$384.00,,10,checked,
CFWP-MOD007-0009,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0009,,"""Width — 10"""""",""Height — 1"""""",""Length — 8' (96"""")""",$240.00,,10,checked,
CFWP-MOD007-0010,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0010,,"""Width — 10"""""",""Height — 1"""""",""Length — 10' (120"""")""",$300.00,,10,checked,
CFWP-MOD007-0011,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0011,,"""Width — 10"""""",""Height — 1"""""",""Length — 12' (144"""")""",$360.00,,10,checked,
CFWP-MOD007-0012,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0012,,"""Width — 10"""""",""Height — 1"""""",""Length — 16' (192"""")""",$480.00,,10,checked,
CFWP-MOD007-0013,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0013,,"""Width — 12"""""",""Height — 1"""""",""Length — 8' (96"""")""",$288.00,,10,checked,
CFWP-MOD007-0014,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0014,,"""Width — 12"""""",""Height — 1"""""",""Length — 10' (120"""")""",$360.00,,10,checked,
CFWP-MOD007-0015,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0015,,"""Width — 12"""""",""Height — 1"""""",""Length — 12' (144"""")""",$432.00,,10,checked,
CFWP-MOD007-0016,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0016,,"""Width — 12"""""",""Height — 1"""""",""Length — 16' (192"""")""",$575.00,,10,checked,
CFWP-MOD007-0017,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0017,,"""Width — 16"""""",""Height — 1"""""",""Length — 8' (96"""")""",$384.00,,10,checked,
CFWP-MOD007-0018,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0018,,"""Width — 16"""""",""Height — 1"""""",""Length — 10' (120"""")""",$480.00,,10,checked,
CFWP-MOD007-0019,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0019,,"""Width — 16"""""",""Height — 1"""""",""Length — 12' (144"""")""",$575.00,,10,checked,
CFWP-MOD007-0020,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0020,,"""Width — 16"""""",""Height — 1"""""",""Length — 16' (192"""")""",$767.00,,10,checked,
CFWP-MOD007-0021,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0021,,"""Width — 20"""""",""Height — 1"""""",""Length — 8' (96"""")""",$480.00,,10,checked,
CFWP-MOD007-0022,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0022,,"""Width — 20"""""",""Height — 1"""""",""Length — 10' (120"""")""",$599.00,,10,checked,
CFWP-MOD007-0023,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0023,,"""Width — 20"""""",""Height — 1"""""",""Length — 12' (144"""")""",$719.00,,10,checked,
CFWP-MOD007-0024,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0024,,"""Width — 20"""""",""Height — 1"""""",""Length — 16' (192"""")""",$959.00,,10,checked,
CFWP-MOD007-0025,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0025,,"""Width — 24"""""",""Height — 1"""""",""Length — 8' (96"""")""",$575.00,,10,checked,
CFWP-MOD007-0026,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0026,,"""Width — 24"""""",""Height — 1"""""",""Length — 10' (120"""")""",$719.00,,10,checked,
CFWP-MOD007-0027,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0027,,"""Width — 24"""""",""Height — 1"""""",""Length — 12' (144"""")""",$863.00,,10,checked,
CFWP-MOD007-0028,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0028,,"""Width — 24"""""",""Height — 1"""""",""Length — 16' (192"""")""",$1150.00,,10,checked,
CFWP-MOD007-0029,Ceiling Faux Wood Plank MOD007 — CFWP-MOD007,CFWP-MOD007-0029,,"Width — Any Custom Size,""Height — 1"""""",Length — Any Custom Size",,,10,checked,
CFWP-MOD008-0001,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0001,,"""Width — 6"""""",""Height — 1"""""",""Length — 8' (96"""")""",$144.00,,10,checked,
CFWP-MOD008-0002,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0002,,"""Width — 6"""""",""Height — 1"""""",""Length — 10' (120"""")""",$180.00,,10,checked,
CFWP-MOD008-0003,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0003,,"""Width — 6"""""",""Height — 1"""""",""Length — 12' (144"""")""",$217.00,,10,checked,
CFWP-MOD008-0004,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0004,,"""Width — 6"""""",""Height — 1"""""",""Length — 16' (192"""")""",$288.00,,10,checked,
CFWP-MOD008-0005,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0005,,"""Width — 8"""""",""Height — 1"""""",""Length — 8' (96"""")""",$193.00,,10,checked,
CFWP-MOD008-0006,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0006,,"""Width — 8"""""",""Height — 1"""""",""Length — 10' (120"""")""",$240.00,,10,checked,
CFWP-MOD008-0007,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0007,,"""Width — 8"""""",""Height — 1"""""",""Length — 12' (144"""")""",$288.00,,10,checked,
CFWP-MOD008-0008,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0008,,"""Width — 8"""""",""Height — 1"""""",""Length — 16' (192"""")""",$384.00,,10,checked,
CFWP-MOD008-0009,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0009,,"""Width — 10"""""",""Height — 1"""""",""Length — 8' (96"""")""",$240.00,,10,checked,
CFWP-MOD008-0010,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0010,,"""Width — 10"""""",""Height — 1"""""",""Length — 10' (120"""")""",$300.00,,10,checked,
CFWP-MOD008-0011,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0011,,"""Width — 10"""""",""Height — 1"""""",""Length — 12' (144"""")""",$360.00,,10,checked,
CFWP-MOD008-0012,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0012,,"""Width — 10"""""",""Height — 1"""""",""Length — 16' (192"""")""",$480.00,,10,checked,
CFWP-MOD008-0013,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0013,,"""Width — 12"""""",""Height — 1"""""",""Length — 8' (96"""")""",$288.00,,10,checked,
CFWP-MOD008-0014,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0014,,"""Width — 12"""""",""Height — 1"""""",""Length — 10' (120"""")""",$360.00,,10,checked,
CFWP-MOD008-0015,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0015,,"""Width — 12"""""",""Height — 1"""""",""Length — 12' (144"""")""",$432.00,,10,checked,
CFWP-MOD008-0016,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0016,,"""Width — 12"""""",""Height — 1"""""",""Length — 16' (192"""")""",$575.00,,10,checked,
CFWP-MOD008-0017,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0017,,"""Width — 16"""""",""Height — 1"""""",""Length — 8' (96"""")""",$384.00,,10,checked,
CFWP-MOD008-0018,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0018,,"""Width — 16"""""",""Height — 1"""""",""Length — 10' (120"""")""",$480.00,,10,checked,
CFWP-MOD008-0019,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0019,,"""Width — 16"""""",""Height — 1"""""",""Length — 12' (144"""")""",$575.00,,10,checked,
CFWP-MOD008-0020,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0020,,"""Width — 16"""""",""Height — 1"""""",""Length — 16' (192"""")""",$767.00,,10,checked,
CFWP-MOD008-0021,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0021,,"""Width — 20"""""",""Height — 1"""""",""Length — 8' (96"""")""",$480.00,,10,checked,
CFWP-MOD008-0022,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0022,,"""Width — 20"""""",""Height — 1"""""",""Length — 10' (120"""")""",$599.00,,10,checked,
CFWP-MOD008-0023,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0023,,"""Width — 20"""""",""Height — 1"""""",""Length — 12' (144"""")""",$719.00,,10,checked,
CFWP-MOD008-0024,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0024,,"""Width — 20"""""",""Height — 1"""""",""Length — 16' (192"""")""",$959.00,,10,checked,
CFWP-MOD008-0025,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0025,,"""Width — 24"""""",""Height — 1"""""",""Length — 8' (96"""")""",$575.00,,10,checked,
CFWP-MOD008-0026,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0026,,"""Width — 24"""""",""Height — 1"""""",""Length — 10' (120"""")""",$719.00,,10,checked,
CFWP-MOD008-0027,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0027,,"""Width — 24"""""",""Height — 1"""""",""Length — 12' (144"""")""",$863.00,,10,checked,
CFWP-MOD008-0028,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0028,,"""Width — 24"""""",""Height — 1"""""",""Length — 16' (192"""")""",$1150.00,,10,checked,
CFWP-MOD008-0029,Ceiling Faux Wood Plank MOD008 — CFWP-MOD008,CFWP-MOD008-0029,,"Width — Any Custom Size,""Height — 1"""""",Length — Any Custom Size",,,10,checked,
FWM-MOD001-0001,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0001,,"""Projection — 6"""""",""Height — 4"""""",""Length — 4' (48"""")""",$227.00,,10,checked,
FWM-MOD001-0002,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0002,,"""Projection — 6"""""",""Height — 4"""""",""Length — 5' (60"""")""",$269.00,,10,checked,
FWM-MOD001-0003,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0003,,"""Projection — 6"""""",""Height — 4"""""",""Length — 6' (72"""")""",$312.00,,10,checked,
FWM-MOD001-0004,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0004,,"""Projection — 6"""""",""Height — 4"""""",""Length — 7' (84"""")""",$353.00,,10,checked,
FWM-MOD001-0005,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0005,,"""Projection — 6"""""",""Height — 4"""""",""Length — 8' (96"""")""",$395.00,,10,checked,
FWM-MOD001-0006,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0006,,"""Projection — 8"""""",""Height — 6"""""",""Length — 4' (48"""")""",$312.00,,10,checked,
FWM-MOD001-0007,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0007,,"""Projection — 8"""""",""Height — 6"""""",""Length — 5' (60"""")""",$370.00,,10,checked,
FWM-MOD001-0008,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0008,,"""Projection — 8"""""",""Height — 6"""""",""Length — 6' (72"""")""",$430.00,,10,checked,
FWM-MOD001-0009,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0009,,"""Projection — 8"""""",""Height — 6"""""",""Length — 7' (84"""")""",$490.00,,10,checked,
FWM-MOD001-0010,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0010,,"""Projection — 8"""""",""Height — 6"""""",""Length — 8' (96"""")""",$550.00,,10,checked,
FWM-MOD001-0011,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0011,,"""Projection — 8"""""",""Height — 8"""""",""Length — 4' (48"""")""",$367.00,,10,checked,
FWM-MOD001-0012,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0012,,"""Projection — 8"""""",""Height — 8"""""",""Length — 5' (60"""")""",$439.00,,10,checked,
FWM-MOD001-0013,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0013,,"""Projection — 8"""""",""Height — 8"""""",""Length — 6' (72"""")""",$510.00,,10,checked,
FWM-MOD001-0014,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0014,,"""Projection — 8"""""",""Height — 8"""""",""Length — 7' (84"""")""",$583.00,,10,checked,
FWM-MOD001-0015,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0015,,"""Projection — 8"""""",""Height — 8"""""",""Length — 8' (96"""")""",$654.00,,10,checked,
FWM-MOD001-0016,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0016,,"""Projection — 10"""""",""Height — 6"""""",""Length — 4' (48"""")""",$340.00,,10,checked,
FWM-MOD001-0017,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0017,,"""Projection — 10"""""",""Height — 6"""""",""Length — 5' (60"""")""",$407.00,,10,checked,
FWM-MOD001-0018,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0018,,"""Projection — 10"""""",""Height — 6"""""",""Length — 6' (72"""")""",$473.00,,10,checked,
FWM-MOD001-0019,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0019,,"""Projection — 10"""""",""Height — 6"""""",""Length — 7' (84"""")""",$538.00,,10,checked,
FWM-MOD001-0020,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0020,,"""Projection — 10"""""",""Height — 6"""""",""Length — 8' (96"""")""",$604.00,,10,checked,
FWM-MOD001-0021,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0021,,"""Projection — 10"""""",""Height — 8"""""",""Length — 4' (48"""")""",$399.00,,10,checked,
FWM-MOD001-0022,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0022,,"""Projection — 10"""""",""Height — 8"""""",""Length — 5' (60"""")""",$477.00,,10,checked,
FWM-MOD001-0023,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0023,,"""Projection — 10"""""",""Height — 8"""""",""Length — 6' (72"""")""",$554.00,,,checked,
FWM-MOD001-0024,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0024,,"""Projection — 10"""""",""Height — 8"""""",""Length — 7' (84"""")""",$633.00,,,checked,
FWM-MOD001-0025,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0025,,"""Projection — 10"""""",""Height — 8"""""",""Length — 8' (96"""")""",$710.00,,,checked,
FWM-MOD001-0026,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0026,,"""Projection — 12"""""",""Height — 8"""""",""Length — 4' (48"""")""",$430.00,,,checked,
FWM-MOD001-0027,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0027,,"""Projection — 12"""""",""Height — 8"""""",""Length — 5' (60"""")""",$514.00,,,checked,
FWM-MOD001-0028,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0028,,"""Projection — 12"""""",""Height — 8"""""",""Length — 6' (72"""")""",$598.00,,,checked,
FWM-MOD001-0029,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0029,,"""Projection — 12"""""",""Height — 8"""""",""Length — 7' (84"""")""",$682.00,,,checked,
FWM-MOD001-0030,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0030,,"""Projection — 12"""""",""Height — 8"""""",""Length — 8' (96"""")""",$765.00,,,checked,
FWM-MOD001-0031,Faux Wood Mantel MOD001 — FWM-MOD001,FWM-MOD001-0031,,"Projection — Any Custom Size,Height — Any Custom Size,Length — Any Custom Size",,,,checked,
