"Строка CSV","Variation Label","Variation SKU","Parent Product","Критичность","Тип проблемы","Детали","Что исправить"
"1801","OFLL-MOD001-0001","OFLL-MOD001-0001","Oversized Foam Letters & Logos MOD001 — OFLL-MOD001","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1802","OFLL-MOD001-0002","OFLL-MOD001-0002","Oversized Foam Letters & Logos MOD001 — OFLL-MOD001","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1803","OFLL-MOD002-0001","OFLL-MOD002-0001","Oversized Foam Letters & Logos MOD002 — OFLL-MOD002","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1804","OFLL-MOD002-0002","OFLL-MOD002-0002","Oversized Foam Letters & Logos MOD002 — OFLL-MOD002","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1805","OFLL-MOD003-0001","OFLL-MOD003-0001","Oversized Foam Letters & Logos MOD003 — OFLL-MOD003","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1806","OFLL-MOD003-0002","OFLL-MOD003-0002","Oversized Foam Letters & Logos MOD003 — OFLL-MOD003","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1807","OFLL-MOD004-0001","OFLL-MOD004-0001","Oversized Foam Letters & Logos MOD004 — OFLL-MOD004","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1808","OFLL-MOD004-0002","OFLL-MOD004-0002","Oversized Foam Letters & Logos MOD004 — OFLL-MOD004","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1809","OFLL-MOD005-0001","OFLL-MOD005-0001","Oversized Foam Letters & Logos MOD005 — OFLL-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1810","OFLL-MOD005-0002","OFLL-MOD005-0002","Oversized Foam Letters & Logos MOD005 — OFLL-MOD005","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1811","OFLL-MOD006-0001","OFLL-MOD006-0001","Oversized Foam Letters & Logos MOD006 — OFLL-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1812","OFLL-MOD006-0002","OFLL-MOD006-0002","Oversized Foam Letters & Logos MOD006 — OFLL-MOD006","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1813","OFLL-MOD007-0001","OFLL-MOD007-0001","Oversized Foam Letters & Logos MOD007 — OFLL-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1814","OFLL-MOD007-0002","OFLL-MOD007-0002","Oversized Foam Letters & Logos MOD007 — OFLL-MOD007","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1815","OFLL-MOD008-0001","OFLL-MOD008-0001","Oversized Foam Letters & Logos MOD008 — OFLL-MOD008","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1816","OFLL-MOD008-0002","OFLL-MOD008-0002","Oversized Foam Letters & Logos MOD008 — OFLL-MOD008","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1817","OFLL-MOD009-0001","OFLL-MOD009-0001","Oversized Foam Letters & Logos MOD009 — OFLL-MOD009","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1818","OFLL-MOD009-0002","OFLL-MOD009-0002","Oversized Foam Letters & Logos MOD009 — OFLL-MOD009","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1819","OFLL-MOD010-0001","OFLL-MOD010-0001","Oversized Foam Letters & Logos MOD010 — OFLL-MOD010","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1820","OFLL-MOD010-0002","OFLL-MOD010-0002","Oversized Foam Letters & Logos MOD010 — OFLL-MOD010","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1821","OFLL-MOD011-0001","OFLL-MOD011-0001","Oversized Foam Letters & Logos MOD011 — OFLL-MOD011","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1822","OFLL-MOD011-0002","OFLL-MOD011-0002","Oversized Foam Letters & Logos MOD011 — OFLL-MOD011","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1823","OFLL-MOD012-0001","OFLL-MOD012-0001","Oversized Foam Letters & Logos MOD012 — OFLL-MOD012","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1824","OFLL-MOD012-0002","OFLL-MOD012-0002","Oversized Foam Letters & Logos MOD012 — OFLL-MOD012","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1825","OFLL-MOD013-0001","OFLL-MOD013-0001","Oversized Foam Letters & Logos MOD013 — OFLL-MOD013","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1826","OFLL-MOD013-0002","OFLL-MOD013-0002","Oversized Foam Letters & Logos MOD013 — OFLL-MOD013","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1827","OFLL-MOD014-0001","OFLL-MOD014-0001","Oversized Foam Letters & Logos MOD014 — OFLL-MOD014","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1828","OFLL-MOD014-0002","OFLL-MOD014-0002","Oversized Foam Letters & Logos MOD014 — OFLL-MOD014","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1829","OFLL-MOD015-0001","OFLL-MOD015-0001","Oversized Foam Letters & Logos MOD015 — OFLL-MOD015","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1830","OFLL-MOD015-0002","OFLL-MOD015-0002","Oversized Foam Letters & Logos MOD015 — OFLL-MOD015","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1831","OFLL-MOD016-0001","OFLL-MOD016-0001","Oversized Foam Letters & Logos MOD016 — OFLL-MOD016","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1832","OFLL-MOD016-0002","OFLL-MOD016-0002","Oversized Foam Letters & Logos MOD016 — OFLL-MOD016","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1833","OFLL-MOD017-0001","OFLL-MOD017-0001","Oversized Foam Letters & Logos MOD017 — OFLL-MOD017","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"1834","OFLL-MOD017-0002","OFLL-MOD017-0002","Oversized Foam Letters & Logos MOD017 — OFLL-MOD017","Критично","Missing Stock","Stock пуст","Добавить Stock/availability"
"11","3D-MOD001-1","3D-MOD001-1","3dsignfactory-test — 3D-MOD001","Критично","Attributes not allowed by parent","Width — 3"" | Height — 6"" | Length — 4' 3"" (51"")","Добавить опции родителю или исправить вариацию"
"12","3D-MOD001-2","3D-MOD001-2","3dsignfactory-test — 3D-MOD001","Критично","Attributes not allowed by parent","Height — 7"" | Width — 3"" | Length — 5' 9"" (69"")","Добавить опции родителю или исправить вариацию"
"13","CCS-MOD001-0001","CCS-MOD001-0001","Coffered Ceiling System MOD001 — CCS-MOD001","Критично","Attributes not allowed by parent","Width — 4"" | Height — 4"" | Length — 8' (96"")","Добавить опции родителю или исправить вариацию"
"14","CCS-MOD002-0001","CCS-MOD002-0001","Coffered Ceiling System MOD002 — CCS-MOD002","Критично","Attributes not allowed by parent","Width — 4"" | Height — 4"" | Length — 8' (96"")","Добавить опции родителю или исправить вариацию"
"15","CCS-MOD003-0001","CCS-MOD003-0001","Coffered Ceiling System MOD003 — CCS-MOD003","Критично","Attributes not allowed by parent","Width — 4"" | Height — 4"" | Length — 8' (96"")","Добавить опции родителю или исправить вариацию"
"16","CCS-MOD004-0001","CCS-MOD004-0001","Coffered Ceiling System MOD004 — CCS-MOD004","Критично","Attributes not allowed by parent","Width — 4"" | Height — 4"" | Length — 8' (96"")","Добавить опции родителю или исправить вариацию"
"17","CCS-MOD005-0001","CCS-MOD005-0001","Coffered Ceiling System MOD005 — CCS-MOD005","Критично","Attributes not allowed by parent","Width — 4"" | Height — 4"" | Length — 8' (96"")","Добавить опции родителю или исправить вариацию"
"18","CCS-MOD006-0001","CCS-MOD006-0001","Coffered Ceiling System MOD006 — CCS-MOD006","Критично","Attributes not allowed by parent","Width — 4"" | Height — 4"" | Length — 8' (96"")","Добавить опции родителю или исправить вариацию"
"19","CCS-MOD007-0001","CCS-MOD007-0001","Coffered Ceiling System MOD007 — CCS-MOD007","Критично","Attributes not allowed by parent","Width — 4"" | Height — 4"" | Length — 8' (96"")","Добавить опции родителю или исправить вариацию"
"20","CCS-MOD008-0001","CCS-MOD008-0001","Coffered Ceiling System MOD008 — CCS-MOD008","Критично","Attributes not allowed by parent","Width — 4"" | Height — 4"" | Length — 8' (96"")","Добавить опции родителю или исправить вариацию"
"29","FWT-MOD001-0001","FWT-MOD001-0001","Arched Cord King Post Truss with Straight Diagonals — FWT-MOD001","Критично","Attributes not allowed by parent","Width — 3"" | Width — 4"" | Width — 4.5""","Добавить опции родителю или исправить вариацию"
"30","FWT-MOD001-0002","FWT-MOD001-0002","Raised Cord King Post Truss with Straight Diagonal — FWT-MOD002","Критично","Attributes not allowed by parent","Width — 3"" | Width — 4"" | Width — 5""","Добавить опции родителю или исправить вариацию"
"31","MS-MOD001-0001","MS-MOD001-0001","Monument Sign MS 001 — MS-MOD001","Критично","Attributes not allowed by parent","Height — 72"" | Length — 48"" | Depth — 48""","Добавить опции родителю или исправить вариацию"
"32","MS-MOD001-0002","MS-MOD001-0002","Monument Sign MS 001 — MS-MOD001","Критично","Attributes not allowed by parent","Height — Any Custom Size | Length — Any Custom Size | Depth — Any Custom Size","Добавить опции родителю или исправить вариацию"
"33","MS-MOD002-0001","MS-MOD002-0001","Monument Sign MS 002 — MS-MOD002","Критично","Attributes not allowed by parent","Height — 62"" | Length — 120"" | Depth — 18""","Добавить опции родителю или исправить вариацию"
"34","MS-MOD002-0002","MS-MOD002-0002","Monument Sign MS 002 — MS-MOD002","Критично","Attributes not allowed by parent","Height — Any Custom Size | Length — Any Custom Size | Depth — Any Custom Size","Добавить опции родителю или исправить вариацию"
"35","MS-MOD003-0001","MS-MOD003-0001","Monument Sign MS 003 — MS-MOD003","Критично","Attributes not allowed by parent","Height — 96"" | Length — 66"" | Depth — 24""","Добавить опции родителю или исправить вариацию"
"36","MS-MOD003-0002","MS-MOD003-0002","Monument Sign MS 003 — MS-MOD003","Критично","Attributes not allowed by parent","Height — Any Custom Size | Length — Any Custom Size | Depth — Any Custom Size","Добавить опции родителю или исправить вариацию"
"37","MS-MOD004-0001","MS-MOD004-0001","Monument Sign MS 004 — MS-MOD004","Критично","Attributes not allowed by parent","Height — 96"" | Length — 240"" | Depth — 32""","Добавить опции родителю или исправить вариацию"
"38","MS-MOD004-0002","MS-MOD004-0002","Monument Sign MS 004 — MS-MOD004","Критично","Attributes not allowed by parent","Height — Any Custom Size | Length — Any Custom Size | Depth — Any Custom Size","Добавить опции родителю или исправить вариацию"
"39","MS-MOD005-0001","MS-MOD005-0001","Monument Sign MS 005 — MS-MOD005","Критично","Attributes not allowed by parent","Height — 96"" | Length — 180"" | Depth — 42""","Добавить опции родителю или исправить вариацию"
"40","MS-MOD005-0002","MS-MOD005-0002","Monument Sign MS 005 — MS-MOD005","Критично","Attributes not allowed by parent","Height — Any Custom Size | Length — Any Custom Size | Depth — Any Custom Size","Добавить опции родителю или исправить вариацию"
"41","MS-MOD006-0001","MS-MOD006-0001","Monument Sign MS 006 — MS-MOD006","Критично","Attributes not allowed by parent","Height — 82"" | Length — 120"" | Depth — 44""","Добавить опции родителю или исправить вариацию"
"42","MS-MOD006-0002","MS-MOD006-0002","Monument Sign MS 006 — MS-MOD006","Критично","Attributes not allowed by parent","Height — Any Custom Size | Length — Any Custom Size | Depth — Any Custom Size","Добавить опции родителю или исправить вариацию"
"43","MS-MOD007-0001","MS-MOD007-0001","Monument Sign MS 007 — MS-MOD007","Критично","Attributes not allowed by parent","Height — 96"" | Length — 120"" | Depth — 40""","Добавить опции родителю или исправить вариацию"
"44","MS-MOD007-0002","MS-MOD007-0002","Monument Sign MS 007 — MS-MOD007","Критично","Attributes not allowed by parent","Height — Any Custom Size | Length — Any Custom Size | Depth — Any Custom Size","Добавить опции родителю или исправить вариацию"
"45","MS-MOD008-0001","MS-MOD008-0001","Monument Sign MS 008 — MS-MOD008","Критично","Attributes not allowed by parent","Height — 48"" | Length — 111"" | Depth — 34""","Добавить опции родителю или исправить вариацию"
"46","MS-MOD008-0002","MS-MOD008-0002","Monument Sign MS 008 — MS-MOD008","Критично","Attributes not allowed by parent","Height — Any Custom Size | Length — Any Custom Size | Depth — Any Custom Size","Добавить опции родителю или исправить вариацию"
"47","MS-MOD009-0001","MS-MOD009-0001","Monument Sign MS 009 — MS-MOD009","Критично","Attributes not allowed by parent","Height — 74"" | Length — 124"" | Depth — 60""","Добавить опции родителю или исправить вариацию"
